id,keyword,location,text,target,urgency,processed_text,keyword_feature,location_feature
2739,crashed,Lagos,"My laptop crashed, I couldn't write any code and I slept thinking about how I could have become Mark Zuckerberg if… https://t.co/8kMZBTGDGL",0,low,my laptop crashed  i couldn t write any code and i slept thinking about how i could have become mark zuckerberg if  https   t co  kmzbtgdgl,LOW_crashed,normal_location
2740,crashed,United Kingdom,crashed my car,1,low,crashed my car,LOW_crashed,normal_location
2741,crashed,,"Do your research to find out if something like this happened in the world, it took a few days to te… https://t.co/GPWboDXOo6",0,low,do your research to find out if something like this happened in the world  it took a few days to te  https   t co gpwbodxoo,LOW_crashed,no_location
2742,crashed,,"The Mainstream Media &amp; Democrats in 2016: ""If Donald Trump is elected the Markets will CRASH!"" They were absolutely right.…",0,low,the mainstream media  amp  democrats in        if donald trump is elected the markets will crash   they were absolutely right,LOW_crashed,no_location
2743,crashed,,So my computer decided to crashed hardcore while I was trying to get my vids all ready for this week. So... No vids… https://t.co/vLiMrwJcPw,0,low,so my computer decided to crashed hardcore while i was trying to get my vids all ready for this week  so    no vids  https   t co vlimrwjcpw,LOW_crashed,no_location
2744,crashed,"BC, Canada",-SHSN +BLSN and very strong outflow winds Sumas Prairie .. very icy from Hope to just east Abbotsford. Very squirrely danger…,1,low,shsn  blsn and very strong outflow winds sumas prairie    very icy from hope to just east abbotsford  very squirrely danger,LOW_crashed,normal_location
2745,crashed,London,"The NHS IT systems crashed at our GP practice this morning. As a result, I ran 40 minutes late seeing my patients! GP…",0,low,the nhs it systems crashed at our gp practice this morning  as a result  i ran    minutes late seeing my patients  gp,LOW_crashed,normal_location
2746,crashed,,Wait they didn't announce anything and the website crashed already 😭😂😂😂 https://t.co/fgwZqzXTQb,0,low,wait they didn t announce anything and the website crashed already      https   t co fgwzqzxtqb,LOW_crashed,no_location
2747,crashed,,Is it bad that I’ve watched it a dozen times &amp; I can’t definitively say if that’s a boy or girl? But al… https://t.co/vRdWnHju55,0,low,is it bad that i ve watched it a dozen times  amp  i can t definitively say if that s a boy or girl  but al  https   t co vrdwnhju,LOW_crashed,no_location
2748,crush,,“hmp” means hug me please. crush hmp,0,low,hmp  means hug me please  crush hmp,LOW_crush,no_location
2749,crush,"Sparks, NV",yo i kinda jus wanna kiss my crush there i said it,0,low,yo i kinda jus wanna kiss my crush there i said it,LOW_crush,normal_location
2750,crush,Jimeta Adamawa Nigeria,Me waitin 4 ma crush's tweet😍😀 https://t.co/2VIYeGTYq9,0,low,me waitin   ma crush s tweet   https   t co  viyegtyq,LOW_crush,normal_location
2751,crush,"Kalimantan Selatan, Indonesia",When your crush passes by https://t.co/RrA250Cm9i,0,low,when your crush passes by https   t co rra   cm i,LOW_crush,high_risk_location
2752,crush,,I don't really know if i really have crush on him tho. 😂😂😂😂So yeah.,0,low,i don t really know if i really have crush on him tho      so yeah,LOW_crush,no_location
2753,crush,,Cara buat Web buat nembak Your Crush -a Thread https://t.co/7FH1XkkAuE,0,low,cara buat web buat nembak your crush  a thread https   t co  fh xkkaue,LOW_crush,no_location
2754,crush,"Boring, Denmark",First impression: JoBro Your nickname in my head: Nonee Closeness ratings [1-10]: 6 Do I like you: Y… https://t.co/yXqoQyzJCP,0,low,first impression  jobro your nickname in my head  nonee closeness ratings           do i like you  y  https   t co yxqoqyzjcp,LOW_crush,normal_location
2755,crush,,IF 👏🏼 YOUR 👏🏼 WOMAN 👏🏼 LIKES 👏🏼 BEING 👏🏼 CHOKED 👏🏼 DURING 👏🏼 SEX 👏🏼 YOU'RE 👏🏼 SUPPOSED 👏🏼 TO 👏🏼 SQUEEZE 👏🏼 THE 👏🏼 SIDES 👏🏼 OF…,0,low,if    your    woman    likes    being    choked    during    sex    you re    supposed    to    squeeze    the    sides    of,LOW_crush,no_location
2756,crush,,fucking day cuz my crush stupid,0,low,fucking day cuz my crush stupid,LOW_crush,no_location
2757,crush,,ok ik this angle looks weird but im telling yall if chan and i went to the same high school together i would have had the big…,0,low,ok ik this angle looks weird but im telling yall if chan and i went to the same high school together i would have had the big,LOW_crush,no_location
2758,crush,Nigeria Worldwide,What were you told about guys with good heart? (Pick your crush wisely 😊) https://t.co/RbDcjJX5Sj,0,low,what were you told about guys with good heart   pick your crush wisely    https   t co rbdcjjx sj,LOW_crush,normal_location
2759,crush,kim woojin,i'm bored so: ➝ reply with 'changbin tiny baby' and i'll do this! ➝ [mutuals only ♡] first impression: your nickn… https://t.co/ufuapbnxkk,0,low,i m bored so    reply with  changbin tiny baby  and i ll do this     mutuals only    first impression  your nickn  https   t co ufuapbnxkk,LOW_crush,normal_location
2760,crush,📍,My secret crush is . Find your secret crush at https://t.co/tFEui2S107 #AvaTweet #SecretCrush https://t.co/gRNeXLaWwN,0,low,my secret crush is   find your secret crush at https   t co tfeui s     avatweet  secretcrush https   t co grnexlawwn,LOW_crush,normal_location
2761,crush,,when i was like 6 i had a huge crush on spider man then when i figured out it was a mask and saw tobey m…,0,low,when i was like   i had a huge crush on spider man then when i figured out it was a mask and saw tobey m,LOW_crush,no_location
2762,crush,"London, England","| Hello, Eric! | A social media serye where Lola Casas, a liberated probinsyana, chases after her new crush, Eric Evans, the…",0,low,hello  eric    a social media serye where lola casas  a liberated probinsyana  chases after her new crush  eric evans  the,LOW_crush,normal_location
2763,crush,WEST AFRICA - GHANA,"BOSS IT UP .... We Never run,We Never run Because know we are the real Boss We never rush,we never crush Becaus… https://t.co/tzLcl79Fev",0,low,boss it up      we never run we never run because know we are the real boss we never rush we never crush becaus  https   t co tzlcl  fev,LOW_crush,normal_location
2764,crush,"Seoul, Mapo-gu, HapJeong-dong ",After 20 yrs my crush on you.. Cieeeee...... 😘 Ketjup manjah. https://t.co/Xh36GTHAoM,0,low,after    yrs my crush on you   cieeeee         ketjup manjah  https   t co xh  gthaom,LOW_crush,normal_location
2765,crush,,GOLF - Nike Golf Shirt – Zonal Cooling Polo – Burgundy Crush AW18: Current Prince Purchase Details Nike Golf Shirt… https://t.co/scOBSmi2uq,0,low,golf   nike golf shirt   zonal cooling polo   burgundy crush aw    current prince purchase details nike golf shirt  https   t co scobsmi uq,LOW_crush,no_location
2766,crush,$iargao,Ang 😠🥺😔🤘🏼 cute 🧡😩🤘🏼💖😋 mag 😩🧡 smile 😬😁😛 nung 😊☺️ crush 🥰💜💛🧡🤪🧡😋 ko 😍🥰😋🧡🥺❤️💛💜😩🤘🏼😠,0,low,ang       cute        mag    smile     nung     crush         ko,LOW_crush,normal_location
2767,crush,United States,This week a farmer told us that farrowing crates are needed because pigs otherwise crush their babies Does the below loo…,0,low,this week a farmer told us that farrowing crates are needed because pigs otherwise crush their babies does the below loo,LOW_crush,normal_location
2768,crush,,"you used to make a sim of your crush and when you realised it was unrequited love, you’d fence in the pool and drow… https://t.co/s5ho9K3SOS",0,low,you used to make a sim of your crush and when you realised it was unrequited love  you d fence in the pool and drow  https   t co s ho k sos,LOW_crush,no_location
2769,crush,"Arizona, USA",First impression: yo this guy's HS art is NUTS Your nickname in my head: Jerry (Seinfeld.) Closeness… https://t.co/qNfrNOpScs,0,low,first impression  yo this guy s hs art is nuts your nickname in my head  jerry  seinfeld   closeness  https   t co qnfrnopscs,LOW_crush,normal_location
2770,crush,"New Orleans, LA",Me ordering from Starbucks when my Crush is working... https://t.co/BIu9OJ7x98,0,low,me ordering from starbucks when my crush is working    https   t co biu oj x,LOW_crush,normal_location
2771,crush,puso ni timothee,crush vc tayo :((,0,low,crush vc tayo,LOW_crush,normal_location
2772,crush,"Cape Town, South Africa",Does anyone have a friend crush on ateez like.... you just want to be their friend and hang out and go for lunch or something,0,low,does anyone have a friend crush on ateez like     you just want to be their friend and hang out and go for lunch or something,LOW_crush,normal_location
2773,crush,"Johannesburg, South Africa",I used have a huge crush on her.,0,low,i used have a huge crush on her,LOW_crush,normal_location
2774,crush,,My crush liking me back? HAHA I CAN ONLY IMAGINE,0,low,my crush liking me back  haha i can only imagine,LOW_crush,no_location
2775,crush,"Sacramento, CA",All the people I know who went to Uchicago always mentioned taking a class in an obscure or dead language like Basq… https://t.co/1qg8lIMK8Q,0,low,all the people i know who went to uchicago always mentioned taking a class in an obscure or dead language like basq  https   t co  qg limk q,LOW_crush,normal_location
2776,crush,"Portland, OR","wish i had a buck for every person who says “oh yeah my wife/girlfriend plays games but she isn’t like, a GAMER, she just ow…",0,low,wish i had a buck for every person who says  oh yeah my wife girlfriend plays games but she isn t like  a gamer  she just ow,LOW_crush,normal_location
2777,crush,"Lagos, Nigeria","When you have a crush on someone, your brain overlooks and ignores the flaws of that person causing them to appear ""perfect""",0,low,when you have a crush on someone  your brain overlooks and ignores the flaws of that person causing them to appear  perfect,LOW_crush,normal_location
2778,crush,"Victoria Island, Nigeria","Please enough of sex talks, Kings ask one question from the Bible, any lady that gets it right will be your crush 😆😁😃 .",0,low,please enough of sex talks  kings ask one question from the bible  any lady that gets it right will be your crush,LOW_crush,normal_location
2779,crush,"München, Bayern",Das sag: ich crush dich ohne liebe,0,low,das sag  ich crush dich ohne liebe,LOW_crush,normal_location
2780,crush,,Sweetie you probably should sets your sights a little lower. Possibly a crush on Adam Sc… https://t.co/N0Zd1sxgOu,0,low,sweetie you probably should sets your sights a little lower  possibly a crush on adam sc  https   t co n zd sxgou,LOW_crush,no_location
2781,crush,,ex crush is cancelled 🤢,0,low,ex crush is cancelled,LOW_crush,no_location
2782,crush,chunggos🦍,That moment when you and your crush look at each other at the same time and smile...,0,low,that moment when you and your crush look at each other at the same time and smile,LOW_crush,normal_location
2783,crush,"Oakland, CA",my psych professor once said: “It takes 6-8 months for your brain to process complete forgiveness for someone who hurt you…,0,low,my psych professor once said   it takes     months for your brain to process complete forgiveness for someone who hurt you,LOW_crush,normal_location
2784,crush,kung san may pagkain ✊🏻,hELOO ULIT CRUSH HEHE! https://t.co/B9Xp9R7niQ,0,low,heloo ulit crush hehe  https   t co b xp r niq,LOW_crush,normal_location
2785,crush,,"Forget Rihanna, forget Beyonce or your crush, is the real deal. #SheDeyBe https://t.co/dfkcwRWdJT",0,low,forget rihanna  forget beyonce or your crush  is the real deal   shedeybe https   t co dfkcwrwdjt,LOW_crush,no_location
2786,crush,Copenhagen,Me explaining to my homeboys crush “how she’s special and I’ve never seen him act like this with any other girl before.”…,0,low,me explaining to my homeboys crush  how she s special and i ve never seen him act like this with any other girl before,LOW_crush,normal_location
2787,crush,where @valueraw is,The way i boast about talking to my crush to my friends Vs how i actually talk to her/him,0,low,the way i boast about talking to my crush to my friends vs how i actually talk to her him,LOW_crush,normal_location
2788,crush,Philippines,GAIN MUTUALS! RT/LIKE THIS IF YOU STAN: TAEYANG TAEMIN KANG DANIEL PAUL KIM JAEHWAN CRUSH ILHOON SENGHWAN DAEHYUN K-WI…,0,low,gain mutuals  rt like this if you stan  taeyang taemin kang daniel paul kim jaehwan crush ilhoon senghwan daehyun k wi,LOW_crush,high_risk_location
2789,crush,Nigeria,When i shoot my shot to my crush and she rejects me. Me to my friends:,0,low,when i shoot my shot to my crush and she rejects me  me to my friends,LOW_crush,normal_location
2790,crush,she/her · 20↑ · aus: carrd,♡ first impression: changlix sticky note!!! your nickname in my head: jona uwu closeness ratings [1-10]:… https://t.co/oN5kgkFZLp,0,low,first impression  changlix sticky note    your nickname in my head  jona uwu closeness ratings          https   t co on kgkfzlp,LOW_crush,normal_location
2791,crushed,,I would not mind getting crushed between your legs,0,low,i would not mind getting crushed between your legs,LOW_crushed,no_location
2792,crushed,,"This whole things creates more reasons for us to fight for them. X1, 1. Being treated as a sinner 2. Was thrown hates for thi…",0,low,this whole things creates more reasons for us to fight for them  x      being treated as a sinner    was thrown hates for thi,LOW_crushed,no_location
2793,crushed,in this world,"Prediction: This idol couple has been dating since early 2017, there a well known idol couple between idols. The female…",0,low,prediction  this idol couple has been dating since early       there a well known idol couple between idols  the female,LOW_crushed,normal_location
2794,crushed,Pri’s heart 💜,"I kept on hoping she was alive, and hidden somewhere... and in that episode where the two… https://t.co/ZjesIBaZBQ",0,low,i kept on hoping she was alive  and hidden somewhere    and in that episode where the two  https   t co zjesibazbq,LOW_crushed,normal_location
2795,crushed,"Pretoria, South Africa",Cause Our Ego Is Crushed At That Point,0,low,cause our ego is crushed at that point,LOW_crushed,normal_location
2796,crushed,Virginia,What happens when the gaslighting of Political Reality Stars stops working as the illegal political 5… https://t.co/ezlN8irBay,0,low,what happens when the gaslighting of political reality stars stops working as the illegal political    https   t co ezln irbay,LOW_crushed,normal_location
2797,crushed,Malaysia,"istg if they d word x1 bcs they're abt to debut a new boygroup then y'all sick as fuck, you just crushed our boys dreams…",0,low,istg if they d word x  bcs they re abt to debut a new boygroup then y all sick as fuck  you just crushed our boys dreams,LOW_crushed,normal_location
2798,crushed,,"When Ed Orgeron was passed over for the USC job, he was crushed. His wife Kelly told him, “God has a better plan.” T…",0,low,when ed orgeron was passed over for the usc job  he was crushed  his wife kelly told him   god has a better plan   t,LOW_crushed,no_location
2799,crushed,Bharat,"Under DMK rule each district president of the party is a crown prince and they run their own fiefdoms , entire state and d…",0,low,under dmk rule each district president of the party is a crown prince and they run their own fiefdoms   entire state and d,LOW_crushed,normal_location
2800,crushed,,"SHAME: Venezuela dictator Nicolás Maduro destroyed his country, starved his people &amp; crushed dissidents. So the U.N. just…",0,low,shame  venezuela dictator nicol s maduro destroyed his country  starved his people  amp  crushed dissidents  so the u n  just,LOW_crushed,no_location
2801,crushed,,“This Pink Beach in the Philippines Has Been Named As One of the Best Beaches in the World...Dubbed aptly as the Pink Be…,0,low,this pink beach in the philippines has been named as one of the best beaches in the world   dubbed aptly as the pink be,LOW_crushed,no_location
2802,crushed,,The day we trust our Government again is the day this treasonous liar is removed from office. Will courageous Republican…,0,low,the day we trust our government again is the day this treasonous liar is removed from office  will courageous republican,LOW_crushed,no_location
2803,crushed,,"Now that Oko, the Protector is gone. I had several nightmares to be crushed by Titans &amp; Zombies. Hopefully this was… https://t.co/iEdZnfeiTw",0,low,now that oko  the protector is gone  i had several nightmares to be crushed by titans  amp  zombies  hopefully this was  https   t co iedznfeitw,LOW_crushed,no_location
2804,crushed,Cardiff,"Robert Attewyndyate, died 1305 after his crushed hand became infected from coming into contact with horse dung",1,low,robert attewyndyate  died      after his crushed hand became infected from coming into contact with horse dung,LOW_crushed,normal_location
2805,crushed,,JINSOUL HAS PUPPY DOG EYES.. LITERALLY THE 🥺 EMOJI IM CRUSHED https://t.co/yAVLqQeqRE,0,low,jinsoul has puppy dog eyes   literally the   emoji im crushed https   t co yavlqqeqre,LOW_crushed,no_location
2806,crushed,,Sassenach notebook crushed by the muscular girl – Part 2 total destruction punching and breaking apart… https://t.co/zrtELex8kr,0,low,sassenach notebook crushed by the muscular girl   part   total destruction punching and breaking apart  https   t co zrtelex kr,LOW_crushed,no_location
2807,crushed,,Tbh I would have crushed it. Fuck those evil shits.,0,low,tbh i would have crushed it  fuck those evil shits,LOW_crushed,no_location
2808,crushed,germany | 18 | she/her,get crushed lmaoooooo https://t.co/uGCNoQs943,0,low,get crushed lmaoooooo https   t co ugcnoqs,LOW_crushed,normal_location
2809,crushed,,"I know I’m getting my period because I craved and ate Special K cereal with bananas, honey and crushed cookies insi… https://t.co/a9rSGAvEgS",0,low,i know i m getting my period because i craved and ate special k cereal with bananas  honey and crushed cookies insi  https   t co a rsgavegs,LOW_crushed,no_location
2810,crushed,Minnesota,“That’s amazing. You managed to turn an apology of sorts into a bragathon.” CRUSHED https://t.co/ws1Borl54R… https://t.co/mytjTgXme2,0,low,that s amazing  you managed to turn an apology of sorts into a bragathon   crushed https   t co ws borl  r  https   t co mytjtgxme,LOW_crushed,normal_location
2811,crushed,"Sol-System,Pale Blue Dot","Jeez, let’s consider the counter factual to not intervening in Libya: 1- Jihadists/Islamists rebellion would have been crush…",0,low,jeez  let s consider the counter factual to not intervening in libya     jihadists islamists rebellion would have been crush,LOW_crushed,normal_location
2812,crushed,,Speak up for those who cannot speak for themselves; ensure justice for those being crushed. -Proverbs 31:8,0,low,speak up for those who cannot speak for themselves  ensure justice for those being crushed   proverbs,LOW_crushed,no_location
2813,crushed,@AfcMxtty is a simp,Im crushed man it can fuck me up badly,0,low,im crushed man it can fuck me up badly,LOW_crushed,normal_location
2814,crushed,wrιтer accoυnт┆accoυnтѕ lιѕтed,Laura’s first appearance in Teppen is her being ass crushed 💀,0,low,laura s first appearance in teppen is her being ass crushed,LOW_crushed,normal_location
2815,crushed,New Zealand 🇳🇿,"Describe the game you crushed this weekend, but don't use the title of the game. Let's see if everyone can guess.",0,low,describe the game you crushed this weekend  but don t use the title of the game  let s see if everyone can guess,LOW_crushed,normal_location
2816,crushed,Earth,Proud to have been in #TheDirtyWarOnTheNHS More #NHS staff need to speak up. Our patients are dying and our colleagues bein…,0,low,proud to have been in  thedirtywaronthenhs more  nhs staff need to speak up  our patients are dying and our colleagues bein,LOW_crushed,normal_location
2817,crushed,,Absolutely CRUSHED 😳🔥 https://t.co/vXt60Bp95F,0,low,absolutely crushed    https   t co vxt  bp  f,LOW_crushed,no_location
2818,crushed,,"arthur really thought that he had his hearing back, the pure joy on his face one minute only to be crushed the next, god…",0,low,arthur really thought that he had his hearing back  the pure joy on his face one minute only to be crushed the next  god,LOW_crushed,no_location
2819,crushed,Up your butt!,"itself mint green. He shrieked, the anger from Remus was combining with the aspect of Roman’s pride… https://t.co/ewvOwwmPYU",0,low,itself mint green  he shrieked  the anger from remus was combining with the aspect of roman s pride  https   t co ewvowwmpyu,LOW_crushed,normal_location
2820,crushed,,. I crushed it! https://t.co/QSCQscf1eN,0,low,i crushed it  https   t co qscqscf en,LOW_crushed,no_location
2821,crushed,,Sassenach notebook crushed by the muscular girl – Part 2 total destruction punching and breaking apart… https://t.co/Lw8Ew5YHCd,0,low,sassenach notebook crushed by the muscular girl   part   total destruction punching and breaking apart  https   t co lw ew yhcd,LOW_crushed,no_location
2822,crushed,here,"Winston Churchill, a man born to an extremely aristocratic family, who wished to unite with Mussolini against the Soviet…",0,low,winston churchill  a man born to an extremely aristocratic family  who wished to unite with mussolini against the soviet,LOW_crushed,normal_location
2823,crushed,,weirdest creative decision the joker made was having all of the batgirls and robins defeat the joker by chanting “clown! yo…,0,low,weirdest creative decision the joker made was having all of the batgirls and robins defeat the joker by chanting  clown  yo,LOW_crushed,no_location
2824,crushed,Antarctica,Hats of to some of the amazing VFX team we had working on Underwater. The team crushed it for us! Watching it ag…,0,low,hats of to some of the amazing vfx team we had working on underwater  the team crushed it for us  watching it ag,LOW_crushed,normal_location
2825,crushed,"Lymington, England","𝗣𝗲𝘁𝗿𝗼𝘁𝗲𝗾 𝗘𝗻𝗲𝗿𝗴𝘆 𝗜𝗻𝗰 What does 𝗖𝗢𝗥𝗧 do? ▫ Patented, innovative, 14-stage process uses solvents &amp; surfactants to liquefy…",0,low,what does      do    patented  innovative     stage process uses solvents  amp  surfactants to liquefy,LOW_crushed,normal_location
2826,crushed,skam france & multifandom,"arthur really thought that he had his hearing back, the pure joy on his face one minute only to be crushed the next… https://t.co/VE9IGRNsqG",0,low,arthur really thought that he had his hearing back  the pure joy on his face one minute only to be crushed the next  https   t co ve igrnsqg,LOW_crushed,normal_location
2827,crushed,"Lucknow, India","Every year, lakhs of cars get crushed under heavy eyelids. 😴Sleep takes over your alertness before you realize. Always pul…",0,low,every year  lakhs of cars get crushed under heavy eyelids   sleep takes over your alertness before you realize  always pul,LOW_crushed,high_risk_location
2828,crushed,"Manhattan, NY",“This Pink Beach in the Philippines Has Been Named As One of the Best Beaches in the World...Dubbed aptly as the Pi… https://t.co/H3GdtrHNkr,0,low,this pink beach in the philippines has been named as one of the best beaches in the world   dubbed aptly as the pi  https   t co h gdtrhnkr,LOW_crushed,normal_location
2829,crushed,,He's more crushed about batting position change of Iyer..,0,low,he s more crushed about batting position change of iyer,LOW_crushed,no_location
2830,crushed,,"I just wanted to say you're probably the best person to follow on Twitter, not only you're nice, but… https://t.co/ZBKSlu4t5Z",0,low,i just wanted to say you re probably the best person to follow on twitter  not only you re nice  but  https   t co zbkslu t z,LOW_crushed,no_location
2831,crushed,Bangalore,Manjerkar is crushed on Rohit's dismissal. It's worse than a lover breaking the heart.,0,low,manjerkar is crushed on rohit s dismissal  it s worse than a lover breaking the heart,LOW_crushed,normal_location
2832,crushed,The green power rangers’ arms,Just really craving matcha in any form right now I’ll take it crushed and Snort it don’t really mind just wanna ingest it,0,low,just really craving matcha in any form right now i ll take it crushed and snort it don t really mind just wanna ingest it,LOW_crushed,normal_location
2833,crushed,,"In orbit refuelling, to boldly go where no ICE ever gone before. Oh I hope people are happy to rid… https://t.co/V5kKHql8Bq",0,low,in orbit refuelling  to boldly go where no ice ever gone before  oh i hope people are happy to rid  https   t co v kkhql bq,LOW_crushed,no_location
2834,crushed,"St. Pete, Florida",Forgiveness is the fragrance that the violet sheds on the heel that has crushed it. #MarkTwain,0,low,forgiveness is the fragrance that the violet sheds on the heel that has crushed it   marktwain,LOW_crushed,high_risk_location
2835,crushed,"Sardegna, Italia",Crushed it! (Imagine having a Challenge Mode PB so good it's better than your Normal Mode PB lmao) https://t.co/mTR6kpbvYU,0,low,crushed it   imagine having a challenge mode pb so good it s better than your normal mode pb lmao  https   t co mtr kpbvyu,LOW_crushed,normal_location
2836,crushed,she/her | 22,1st impression: cute and soft nickname: bun closeness rating (1-10): 7 we can be closer do i like u: ofc!… https://t.co/3k6AsuNonS,0,low,st impression  cute and soft nickname  bun closeness rating           we can be closer do i like u  ofc   https   t co  k asunons,LOW_crushed,normal_location
2837,crushed,"Palm Beach, Florida USA","We are hard pressed on every side, but not crushed; perplexed, but not in despair; persecuted, but not abandoned; stru…",0,low,we are hard pressed on every side  but not crushed  perplexed  but not in despair  persecuted  but not abandoned  stru,LOW_crushed,high_risk_location
2838,crushed,"Los Angeles, CA",Just really craving matcha in any form right now I’ll take it crushed and Snort it don’t really mind just wanna ingest it,0,low,just really craving matcha in any form right now i ll take it crushed and snort it don t really mind just wanna ingest it,LOW_crushed,normal_location
2839,curfew,,Thousands of #IRGC's #Basij militias and Police Forces of #Iran's Islamic Regime are deployed to streets of all cities a…,0,low,thousands of  irgc s  basij militias and police forces of  iran s islamic regime are deployed to streets of all cities a,LOW_curfew,no_location
2840,curfew,"The Indus ,Swabi Pashtunkhwa",This curfew clock in front of Serena Hotel Islamabad is also clock for KP Action in Aid of Civil Power ordinance. Both occurr…,0,low,this curfew clock in front of serena hotel islamabad is also clock for kp action in aid of civil power ordinance  both occurr,LOW_curfew,normal_location
2841,curfew,Jammu And Kashmir,This curfew clock in front of Serena Hotel Islamabad is also clock for KP Action in Aid of Civil Power ordinance. Both oc…,0,low,this curfew clock in front of serena hotel islamabad is also clock for kp action in aid of civil power ordinance  both oc,LOW_curfew,normal_location
2842,curfew,,"Since 'Kashmir is under curfew', Nazreen may not be able to g… https://t.co/KsjQTb7tdz",1,low,since  kashmir is under curfew   nazreen may not be able to g  https   t co ksjqtb tdz,LOW_curfew,no_location
2843,curfew,,#Kashmir is still under curfew with no internet. Dangerous laws to marginalise Muslims are being created…,1,low,kashmir is still under curfew with no internet  dangerous laws to marginalise muslims are being created,LOW_curfew,no_location
2844,curfew,"Vancouver, British Columbia",What if I tapped on your tent after curfew at oshkosh 🙈,0,low,what if i tapped on your tent after curfew at oshkosh,LOW_curfew,normal_location
2845,curfew,Mandaluyong City,Street fighting is real !!among minors at Mariveles st. Highway hills past their curfew time..look… https://t.co/3jdnxLjgDb,0,low,street fighting is real   among minors at mariveles st  highway hills past their curfew time  look  https   t co  jdnxljgdb,LOW_curfew,normal_location
2846,curfew,"Manchester, UK","Heyyy Andy! Timings will be updated here asap - https://t.co/lMnHQy8c4x Doors are 6pm, and estimated curfew… https://t.co/4lsfDZdgJ6",0,low,heyyy andy  timings will be updated here asap   https   t co lmnhqy c x doors are  pm  and estimated curfew  https   t co  lsfdzdgj,LOW_curfew,normal_location
2847,curfew,,Trump is supporting Iran protestor but why he is not supporting Indian and Kashmiri pr… https://t.co/e9jvfHA0eG,0,low,trump is supporting iran protestor but why he is not supporting indian and kashmiri pr  https   t co e jvfha eg,LOW_curfew,no_location
2848,curfew,"San Jose, CA",i’m scared someone is singing curfew overtime,0,low,i m scared someone is singing curfew overtime,LOW_curfew,normal_location
2849,curfew,"Denver, CO",i’m scared someone is singing curfew overtime,0,low,i m scared someone is singing curfew overtime,LOW_curfew,normal_location
2850,curfew,Kajiado,"If it was Uhuru Kenyatta's or Raila Odinga's daughter or son killed in Garissa, it would be under curfew and crawling wi…",0,low,if it was uhuru kenyatta s or raila odinga s daughter or son killed in garissa  it would be under curfew and crawling wi,LOW_curfew,normal_location
2851,curfew,Pakistan,The plight of the people of Jammu &amp; Kashmir continues with the lockdown and curfew still in place Once they are able to…,1,low,the plight of the people of jammu  amp  kashmir continues with the lockdown and curfew still in place once they are able to,LOW_curfew,normal_location
2852,curfew,Barcelona,My Melbourne-based friend is effectively under curfew. She shared a photo earlier which is a glimpse into hell. So… https://t.co/AGlKYNKroO,0,low,my melbourne based friend is effectively under curfew  she shared a photo earlier which is a glimpse into hell  so  https   t co aglkynkroo,LOW_curfew,normal_location
2853,curfew,Twitter,When the party is starting to get lit and you remember you have a curfew,0,low,when the party is starting to get lit and you remember you have a curfew,LOW_curfew,normal_location
2854,curfew,the pit,Anyone else feel like a baddie watching nick @ nite past ur curfew when u were like 13,0,low,anyone else feel like a baddie watching nick   nite past ur curfew when u were like,LOW_curfew,normal_location
2855,curfew,"Peshawar, Pakistan","For the past several months, after imposing a curfew in Kashmir and killing innocent Kashmiris, I have neither symp… https://t.co/NFCtspD6nN",1,low,for the past several months  after imposing a curfew in kashmir and killing innocent kashmiris  i have neither symp  https   t co nfctspd nn,LOW_curfew,normal_location
2856,curfew,Australia,"And what will be the outcome of this a slap on the wrist? What a waste of time and resources, these dete…",0,low,and what will be the outcome of this a slap on the wrist  what a waste of time and resources  these dete,LOW_curfew,normal_location
2857,curfew,"Oxford, England","Curfew has ended, praise be!",0,low,curfew has ended  praise be,LOW_curfew,normal_location
2858,curfew,"Northumberland, UK",Advance notice - The Curfew Winter Beer Festival 2020 will take place on Friday 7th &amp; Saturday 8th February. Both bars…,0,low,advance notice   the curfew winter beer festival      will take place on friday  th  amp  saturday  th february  both bars,LOW_curfew,normal_location
2859,curfew,Muzafarabad,This curfew clock in front of Serena Hotel Islamabad is also clock for KP Action in Aid of Civil Power ordinance. B… https://t.co/XCbv8Ls6k0,0,low,this curfew clock in front of serena hotel islamabad is also clock for kp action in aid of civil power ordinance  b  https   t co xcbv ls k,LOW_curfew,normal_location
2860,curfew,,&amp; a curfew 🥴 https://t.co/r6aowCuDcr,0,low,amp  a curfew   https   t co r aowcudcr,LOW_curfew,no_location
2861,curfew,Malaysia,the demon in my sleep paralysis working out to fill in the time between my 5 am curfew https://t.co/IHsVE3U8nn,0,low,the demon in my sleep paralysis working out to fill in the time between my   am curfew https   t co ihsve u nn,LOW_curfew,normal_location
2862,curfew,"Nairobi, Kenya",When the party is starting to get lit and you remember you have a curfew https://t.co/EqM6oV71ZJ,0,low,when the party is starting to get lit and you remember you have a curfew https   t co eqm ov  zj,LOW_curfew,normal_location
2863,curfew,Vehari,KASHMIR STILL UNDER CURFEW 🔒🔗🔒🔗🔒🔗🔒 🍁🍁🍁 Curfew continues for 163th consecutive day in Indian occupied Kashmir مقبوضہ جمو…,1,low,kashmir still under curfew             curfew continues for    th consecutive day in indian occupied kashmir,LOW_curfew,normal_location
